ltla21_code,ltla21_name,Households assessed as threatened with homelessness per (000s),Households assessed as homeless per (000s),"Households in temporary accommodation per 1,000","Households on housing waiting list per 1,000",Social housing stock as a proportion of all households,Vacant dwellings,housing_and_homelessness_composite_score,housing_and_homelessness_composite_rank,housing_and_homelessness_composite_quantiles
E07000220,Rugby,NA,NA,NA,13.74468085106383,0.07008510638297873,446,3.5762987012987013,242,8
E07000212,Runnymede,1.11095285571856,1.16792479703746,1.33884062099416,35.05747126436782,0.08362068965517241,94,2.357142857142857,64,3
E07000176,Rushcliffe,0.838598954676652,0.604571339418051,0.1950230127155,12.605210420841685,0,0,2.042207792207792,40,2
E07000092,Rushmoor,2.47123535195174,1.16918661812771,NA,36.31043256997456,0,0,4.3896103896103895,293.5,10
E06000017,Rutland,0.794146009416303,1.24794372908276,0.397073004708151,17.78443113772455,0,0,2.5681818181818183,87,3
E07000167,Ryedale,1.59502042404202,0.778058743435129,0.272320560202295,42.5910931174089,0,0,3.0681818181818183,168.5,6
E08000006,Salford,2.98509972755709,4.4398102990145,5.02001278127207,50.834057341442225,0.01055603822762815,3,4.540584415584416,303,10
E08000028,Sandwell,1.90185507557573,1.50307901134211,0.84356475126343,56.712749615975426,0.21772657450076804,4,3.0470779220779223,162.5,6
E07000168,Scarborough,1.49065918110541,2.5166973187494,1.58745523182654,42.974559686888455,0,0,4.146103896103896,283,10
E07000188,Sedgemoor,1.17449361256166,2.05988110510814,0.722765300037945,41.31725417439703,0.07478664192949908,38,2.840909090909091,129,5
E08000014,Sefton,0.431343186405365,1.86372810729865,0.55342144670877,27.12428919577579,0,0,2.892857142857143,137,5
E07000169,Selby,0.737575665089781,1.09364667582278,0.483239228851925,15.984848484848484,0.07704545454545454,88,1.5194805194805194,8,1
E07000111,Sevenoaks,1.1836887687664,0.789125845844266,1.61770798398075,15.387755102040815,0,0,2.857142857142857,131.5,5
E08000019,Sheffield,1.03733188589349,2.82652835574855,1.99022978107472,47.02155172413793,0.16617672413793105,949,2.542207792207792,84,3
E06000051,Shropshire,0.888529886914378,1.56165858912224,1.80398492191707,43.47421203438395,0.02864613180515759,59,2.9204545454545454,141,5
E06000039,Slough,1.27331420373027,2.49282639885222,6.77905308464849,31.259541984732824,0.11561068702290075,68,3.0714285714285716,172,6
E08000029,Solihull,1.2722371967655,1.21832884097035,1.83288409703504,33.296089385474865,0.11,174,2.275974025974026,57,2
E07000246,Somerset West and Taunton,0.559393617318826,1.27262047940033,1.53833244762677,45.31428571428572,0.08024285714285714,118,2.3068181818181817,59,2
E07000012,South Cambridgeshire,0.774546282937201,1.06310274128635,0.956792467157719,26.29850746268657,0.08259701492537314,52,2.0194805194805197,36,2
E07000039,South Derbyshire,0.869349230004968,0.496770988574267,0.434674615002484,12.45575221238938,0.06533185840707964,79,1.2824675324675325,3,1
E06000025,South Gloucestershire,0.780348230397815,0.601518427598316,0.820991367397701,36.48602878916173,0,0,2.727272727272727,111,4
E07000044,South Hams,1.58730158730159,0.781440781440781,0.61050061050061,45.67430025445292,0,0,3.288961038961039,202,7
E07000140,South Holland,0.924169463495306,1.11873145581011,0.680966973101805,10.245700245700249,0.09368550368550368,47,1.6948051948051948,13,1
E07000141,South Kesteven,0.780737640923144,1.73323756284938,0.749508135286218,18.773885350318473,0.0938216560509554,79,1.892857142857143,26,1
E07000031,South Lakeland,0.938067173766748,1.54985011317984,0.611782939413096,60.46121593291405,0,1,3.2938311688311686,203,7
E07000149,South Norfolk,0.419867508475103,0.622025938481635,0.435418156937144,12.394136807817588,0,0,1.9935064935064934,31.5,1
E07000179,South Oxfordshire,2.06562190583496,0.392638874662843,0.375567619242719,45.83739837398374,0,0,3.211038961038961,191,7
E07000126,South Ribble,1.42364908081788,2.06325953741721,0.907834196463573,32.242798353909464,0,0,3.685064935064935,256,9
E07000189,South Somerset,1.36011303463666,1.71664751944433,0.831913797884562,30.5270092226614,0,0,3.4642857142857144,234,8
E07000196,South Staffordshire,0.482584976919849,0.356693243810323,0.104909777591272,22.321041214750544,0,2,1.724025974025974,15,1
E08000023,South Tyneside,1.97846301687346,1.97846301687346,0.706593934597665,46.06149341142021,0.2372767203513909,267,2.5746753246753245,89.5,3
E06000045,Southampton,4.28050469002906,0.585034809571169,2.50589910099651,72.13098729227761,0.16012707722385142,316,2.7305194805194803,112,4
E06000033,Southend-on-Sea,1.3952085271123,1.14381960330828,2.9915281932678,7.1519795657726695,0.07740740740740741,162,2.1655844155844157,50,2
E09000028,Southwark,1.82687108136153,3.09837335398916,25.7223448255703,86.42201834862385,0.28053516819571866,1632,3.49025974025974,235,8
E07000213,Spelthorne,1.60704131332361,1.01367221301951,3.04101663905852,80.8133971291866,0,0,4.162337662337662,284,10
E07000240,St Albans,0.508465958204098,0.881340994220437,1.66098879680005,9.47457627118644,0.0832542372881356,61,1.6331168831168832,10,1
E08000013,St Helens,1.250199173888,0.943777807738978,0.428989912608626,111.09876543209876,0,1,3.2548701298701297,201,7
E07000197,Stafford,0.481193359531638,1.01050605501644,0.240596679765819,1.2166666666666668,0,6,1.7727272727272727,18,1
E07000198,Staffordshire Moorlands,0.835837079540064,0.745476314184381,0.316262678744889,17.59433962264151,0,1,2.060064935064935,43,2
E07000243,Stevenage,1.0227425649307,1.93782801776342,4.01022742564931,77.64383561643835,0.21778082191780823,136,2.8863636363636362,136,5
E08000007,Stockport,1.43905038232068,1.26014141587,0.933438085829632,42.2827804107425,0.08657187993680884,43,2.7564935064935066,114.5,4
E06000004,Stockton-on-Tees,7.62704805873184,2.34403817093631,0.82100829337363,17.171837708830548,0,0,3.9155844155844153,275,9
E06000021,Stoke-on-Trent,1.22348738557714,2.39339138200491,0.42866711319491,12.853260869565217,0.15809782608695652,238,1.7207792207792207,14,1
E07000221,Stratford-on-Avon,0.469869611182897,1.79557315702036,1.02364451007703,96.47058823529412,0,0,3.659090909090909,251,9
E07000082,Stroud,0.680632231717462,1.45579671784013,0.812977387884746,56.79389312977099,0.09587786259541985,372,2.0584415584415585,42,2
E08000024,Sunderland,1.74990233103269,2.35219429613231,0.480205755957807,12.13584288052373,5.482815057283142e-4,0,3.1737012987012987,187.5,7
E07000214,Surrey Heath,0.429245957933896,0.543711546716268,0.658177135498641,10.138888888888888,0,0,2.0227272727272725,38,2
E09000029,Sutton,1.12698111416912,1.56591060074025,11.0444149188574,31.60388821385176,0.07349939246658566,67,3.0064935064935066,153.5,5
E07000113,Swale,1.40250292830282,1.74156957031009,5.9336662351273,23.090909090909093,0,0,3.7987012987012987,262,9
E06000030,Swindon,1.13499253563468,2.47448823084317,3.0982228675433,69.14494264859228,0.10665276329509908,127,3.1737012987012987,187.5,7
E08000008,Tameside,1.63068876713963,2.1775660975828,2.19745254596255,6.422110552763819,0,0,3.6818181818181817,255,9
E07000199,Tamworth,1.41156253835768,0.981956548422732,0.859211979869891,15.592705167173252,0.13179331306990882,9,2.021103896103896,37,2
E07000215,Tandridge,1.0991426687184,0.79687843482084,1.48384260276984,50.2247191011236,0.07247191011235955,48,2.5811688311688314,91,3
E07000045,Teignbridge,1.5727307741687,0.674027474643728,0.962896392348183,17.274247491638796,0,1,2.7386363636363633,113,4
E06000020,Telford & Wrekin,2.55768174940075,2.49072672978293,0.790069231490285,0,0,0,3.675324675324675,253,9
E07000076,Tendring,0.877975762111748,2.07259852039495,2.25970810904171,38.91851851851852,0.04594074074074074,99,2.9399350649350646,143,5
E07000093,Test Valley,1.42790913305517,0.834492350486787,1.26101066295781,40.40219378427789,0,0,3.373376623376623,212.5,7
E07000083,Tewkesbury,1.40518513314129,1.40518513314129,0.468395044380431,43.10513447432763,0,0,3.4155844155844157,224,8
E07000114,Thanet,1.63359148112294,1.0890609874153,3.13105033881897,24.935691318327976,0.04909967845659164,31,2.9837662337662336,149,5
E07000102,Three Rivers,2.12047435796749,0.392680436660646,1.51836435508783,31.571815718157183,0,5,3.1444805194805197,182,6
E06000034,Thurrock,1.66570936243538,1.3641585295807,4.46582423894314,105.9487951807229,0.14843373493975903,151,3.2256493506493507,196,7
E07000115,Tonbridge & Malling,0.937866354044549,0.937866354044549,1.60519433673009,26.30597014925373,0,5,2.7613636363636362,118,4
E06000027,Torbay,2.78404230500039,3.00178863053115,2.58184928843611,24.952380952380953,0,0,4.3896103896103895,293.5,10
E07000046,Torridge,1.68945343052905,1.81459812908676,2.03360135156274,54.13114754098361,0,0,4.2727272727272725,288.5,10
E09000030,Tower Hamlets,1.91038067144262,2.68296109004074,NA,181.24481327800828,0.096149377593361,108,4.134740259740259,282,10
E08000009,Trafford,1.56587202007528,1.02383939774153,1.6762860727729,69.93769470404985,0,0,3.935064935064935,276,9
E07000116,Tunbridge Wells,1.23706481826929,0.883617727335205,1.47269621222534,19.937759336099585,0,0,2.977272727272727,147,5
E07000077,Uttlesford,0.607453186488128,0.633864194596308,0.633864194596308,34.37837837837838,0.07581081081081081,74,1.650974025974026,11,1
E07000180,Vale of White Horse,1.71267378601652,0.335818389415004,0.470145745181006,37.42608695652174,0,0,3.012987012987013,155,5
E08000036,Wakefield,1.52788388082506,1.15864527629233,2.03081232492997,144.05617243631613,0,34,3.8198051948051948,265,9
E08000030,Walsall,0.718757847883128,0.943910908665795,0.969890107986872,122.3529411764706,0,0,3.4188311688311686,225,8
E09000031,Waltham Forest,0.849414953520777,1.96606157781214,8.37007768806429,92.30320699708456,0.097201166180758,291,3.0551948051948052,164,6
E09000032,Wandsworth,0.958466453674121,2.26546616322974,23.3299448155678,67.16157205240175,0.12526928675400292,312,3.0714285714285716,172,6
E06000007,Warrington,2.89870689655172,2.26293103448276,0.948275862068966,60.66298342541437,0,0,4.49025974025974,299,10
E07000222,Warwick,0.366096299243932,2.06923995224831,0.620771985674493,23.945686900958464,0.08817891373801917,232,1.7272727272727273,16,1
E07000103,Watford,1.10261871945871,1.42839243202606,2.53101115148478,21.085858585858585,0,0,3.37012987012987,211,7
E07000216,Waverley,0.990464352993727,0.602046959662854,0.155366957332349,15.839694656488549,0.09122137404580152,64,1.202922077922078,1,1
E07000065,Wealden,0.743171237870884,0.729149139043132,0.687082842559874,7.789165446559297,0.04453879941434846,78,1.4512987012987013,6,1
E07000241,Welwyn Hatfield,3.63739814269167,2.27591392168418,3.04809900225559,67.5108225108225,0.19383116883116883,148,3.50974025974026,237,8
E06000037,West Berkshire,0.962999744203193,0.842624776177794,1.06832784122542,5.712143928035982,0,0,2.571428571428571,88,3
E07000047,West Devon,1.54590137941969,0.594577453622959,0.515300459806564,45.564516129032256,0,11,2.8262987012987013,126,5
E07000127,West Lancashire,0.34023731552758,0.999447114362268,0.531620805511844,20.762886597938145,0.12082474226804124,81,1.271103896103896,2,1
E07000142,West Lindsey,1.80346820809249,2.03468208092486,0.277456647398844,52.50591016548464,0,0,3.853896103896104,267.5,9
E06000062,West Northamptonshire,1.32818996581355,1.94608703686593,2.80074840617204,29.501738122827344,0.06592120509849363,64,3.0243506493506493,157.5,6
E07000181,West Oxfordshire,0.891616729218073,0.829410910900533,1.26485163912331,61.27083333333333,0,0,3.3181818181818183,205,7
E07000245,West Suffolk,0.739283686913359,1.66338829555506,0.712880698095024,25.692503176620075,0,0,2.9805194805194803,148,5
E09000033,Westminster,1.12980066523927,3.10497665341982,23.7258139700247,42.23628691983122,0.1261603375527426,446,3.0146103896103895,156,6
E08000010,Wigan,1.9652356588622,2.71744654897842,1.21980144343171,72.70440251572327,0.14987421383647798,459,3.103896103896104,177,6
E06000054,Wiltshire,0.870298225229535,1.18925568997334,0.478436197115713,22.24546722454672,0.02465829846582984,22,2.11525974025974,46,2
E07000094,Winchester,1.14250304990221,0.677756046552158,0.871400631281346,24.874274661508704,0.09791102514506768,107,1.6704545454545454,12,1
E06000040,Windsor & Maidenhead,0.782372664857097,0.94204055564426,3.14545744850711,9.29392446633826,0,0,2.831168831168831,127,5
E08000015,Wirral,0.709761956759118,1.24208342432846,0.552795370168159,103.29378925331471,0,0,3.373376623376623,212.5,7
E07000217,Woking,0.98696697456662,0.632671137542705,2.83436669619132,27.632850241545896,0.08198067632850242,365,1.8603896103896105,23,1
E06000041,Wokingham,0.985878736915359,1.20335198770551,1.17435555426683,37.456647398843934,0.03880057803468208,23,2.7045454545454546,107,4
E08000031,Wolverhampton,1.30199976160568,2.94325298222128,0.220056297736171,30.028544243577542,0.2067269267364415,351,1.8831168831168832,25,1
E07000237,Worcester,2.4671421522451,3.02785627775535,1.21114251110214,108.03131991051454,0,1,4.615259740259741,304,10
E07000229,Worthing,0.73882526782416,1.8276203993545,7.83543639297727,31.333333333333332,0,0,3.6785714285714284,254,9
E07000238,Wychavon,0.738070717473395,1.56196361139719,0.274630964641263,35.36585365853658,0,0,2.8993506493506493,138,5
E07000128,Wyre,1.8730245444258,0.585320170133063,0.078042689351075,80.64960629921259,0,0,3.3344155844155843,206,7
E07000239,Wyre Forest,2.06765715260162,1.87581267452519,0.959222390382197,74.54746136865342,0,0,4.357142857142857,292,10
E06000014,York,1.68082496706492,0.760914005360469,0.783627856266751,18.198830409356724,0.08874853801169591,129,1.8798701298701297,24,1
