Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
London,2023-03-06,62,0,79,0,13745,18005,12697
Northern Ireland and Isle of Man,2022-09-26,39,18,35,0,592,609,574
Northern Ireland and Isle of Man,2022-10-03,40,17,37,0,609,646,574
Northern Ireland and Isle of Man,2022-10-10,41,16,38,0,625,684,574
Northern Ireland and Isle of Man,2022-10-17,42,15,39,0,640,723,574
Northern Ireland and Isle of Man,2022-10-24,43,13,40,0,653,763,574
Northern Ireland and Isle of Man,2022-10-31,44,12,41,0,665,804,574
Northern Ireland and Isle of Man,2022-11-07,45,11,43,0,676,847,574
Northern Ireland and Isle of Man,2022-11-14,46,10,44,0,686,891,574
Northern Ireland and Isle of Man,2022-11-21,47,8,45,0,694,936,574
Northern Ireland and Isle of Man,2022-11-28,48,7,46,0,701,982,574
Northern Ireland and Isle of Man,2022-12-05,49,6,47,0,707,1029,574
Northern Ireland and Isle of Man,2022-12-12,50,4,48,0,711,1077,574
Northern Ireland and Isle of Man,2022-12-19,51,3,48,0,714,1125,574
Northern Ireland and Isle of Man,2022-12-26,52,1,49,0,715,1174,574
Northern Ireland and Isle of Man,2023-01-02,53,0,50,0,715,1224,574
Northern Ireland and Isle of Man,2023-01-09,54,0,51,0,715,1275,574
Northern Ireland and Isle of Man,2023-01-16,55,0,51,0,715,1326,574
Northern Ireland and Isle of Man,2023-01-23,56,0,52,0,715,1378,574
Northern Ireland and Isle of Man,2023-01-30,57,0,52,0,715,1430,574
Northern Ireland and Isle of Man,2023-02-06,58,0,53,0,715,1483,574
Northern Ireland and Isle of Man,2023-02-13,59,0,53,0,715,1536,574
Northern Ireland and Isle of Man,2023-02-20,60,0,54,0,715,1590,574
Northern Ireland and Isle of Man,2023-02-27,61,0,54,0,715,1644,574
Northern Ireland and Isle of Man,2023-03-06,62,0,55,0,715,1699,574
Scotland,2022-09-26,39,44,72,17,3592,3620,3565
Scotland,2022-10-03,40,39,71,9,3631,3691,3574
Scotland,2022-10-10,41,33,69,1,3664,3760,3575
Scotland,2022-10-17,42,28,68,0,3692,3828,3575
Scotland,2022-10-24,43,22,66,0,3714,3894,3575
Scotland,2022-10-31,44,16,64,0,3730,3958,3575
Scotland,2022-11-07,45,10,61,0,3740,4019,3575
Scotland,2022-11-14,46,4,58,0,3744,4077,3575
Scotland,2022-11-21,47,0,55,0,3744,4132,3575
Scotland,2022-11-28,48,0,51,0,3744,4183,3575
Scotland,2022-12-05,49,0,48,0,3744,4231,3575
Scotland,2022-12-12,50,0,44,0,3744,4275,3575
Scotland,2022-12-19,51,0,39,0,3744,4314,3575
Scotland,2022-12-26,52,0,35,0,3744,4349,3575
Scotland,2023-01-02,53,0,31,0,3744,4380,3575
Scotland,2023-01-09,54,0,26,0,3744,4406,3575
Scotland,2023-01-16,55,0,22,0,3744,4428,3575
Scotland,2023-01-23,56,0,17,0,3744,4445,3575
Scotland,2023-01-30,57,0,12,0,3744,4457,3575
Scotland,2023-02-06,58,0,8,0,3744,4465,3575
Scotland,2023-02-13,59,0,3,0,3744,4468,3575
Scotland,2023-02-20,60,0,0,0,3744,4468,3575
Scotland,2023-02-27,61,0,0,0,3744,4468,3575
Scotland,2023-03-06,62,0,0,0,3744,4468,3575
Wales,2022-09-26,39,33,50,16,2871,2888,2854
Wales,2022-10-03,40,27,46,9,2898,2934,2863
Wales,2022-10-10,41,22,43,2,2920,2977,2865
Wales,2022-10-17,42,16,40,0,2936,3017,2865
Wales,2022-10-24,43,11,36,0,2947,3053,2865
Wales,2022-10-31,44,5,32,0,2952,3085,2865
Wales,2022-11-07,45,0,28,0,2952,3113,2865
Wales,2022-11-14,46,0,23,0,2952,3136,2865
Wales,2022-11-21,47,0,18,0,2952,3154,2865
Wales,2022-11-28,48,0,13,0,2952,3167,2865
Wales,2022-12-05,49,0,8,0,2952,3175,2865
Wales,2022-12-12,50,0,2,0,2952,3177,2865
Wales,2022-12-19,51,0,0,0,2952,3177,2865
Wales,2022-12-26,52,0,0,0,2952,3177,2865
Wales,2023-01-02,53,0,0,0,2952,3177,2865
Wales,2023-01-09,54,0,0,0,2952,3177,2865
Wales,2023-01-16,55,0,0,0,2952,3177,2865
Wales,2023-01-23,56,0,0,0,2952,3177,2865
Wales,2023-01-30,57,0,0,0,2952,3177,2865
Wales,2023-02-06,58,0,0,0,2952,3177,2865
Wales,2023-02-13,59,0,0,0,2952,3177,2865
Wales,2023-02-20,60,0,0,0,2952,3177,2865
Wales,2023-02-27,61,0,0,0,2952,3177,2865
Wales,2023-03-06,62,0,0,0,2952,3177,2865
