Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
South and the Channel Islands,2024-05-20,125,0,0,0,23056,23151,23056
South and the Channel Islands,2024-05-27,126,0,0,0,23056,23151,23056
South East,2023-12-18,103,0,66,0,22923,22989,22923
South East,2023-12-25,104,0,67,0,22923,23056,22923
South East,2024-01-01,105,0,68,0,22923,23124,22923
South East,2024-01-08,106,0,67,0,22923,23191,22923
South East,2024-01-15,107,0,66,0,22923,23257,22923
South East,2024-01-22,108,0,64,0,22923,23321,22923
South East,2024-01-29,109,0,61,0,22923,23382,22923
South East,2024-02-05,110,0,58,0,22923,23440,22923
South East,2024-02-12,111,0,54,0,22923,23494,22923
South East,2024-02-19,112,0,49,0,22923,23543,22923
South East,2024-02-26,113,0,44,0,22923,23587,22923
South East,2024-03-04,114,0,39,0,22923,23626,22923
South East,2024-03-11,115,0,33,0,22923,23659,22923
South East,2024-03-18,116,0,28,0,22923,23687,22923
South East,2024-03-25,117,0,21,0,22923,23708,22923
South East,2024-04-01,118,0,15,0,22923,23723,22923
South East,2024-04-08,119,0,8,0,22923,23731,22923
South East,2024-04-15,120,0,1,0,22923,23732,22923
South East,2024-04-22,121,0,0,0,22923,23732,22923
South East,2024-04-29,122,0,0,0,22923,23732,22923
South East,2024-05-06,123,0,0,0,22923,23732,22923
South East,2024-05-13,124,0,0,0,22923,23732,22923
South East,2024-05-20,125,0,0,0,22923,23732,22923
South East,2024-05-27,126,0,0,0,22923,23732,22923
London,2023-12-18,103,31,162,0,22527,22658,22496
London,2023-12-25,104,29,181,0,22556,22839,22496
London,2024-01-01,105,25,198,0,22581,23037,22496
London,2024-01-08,106,19,213,0,22600,23250,22496
London,2024-01-15,107,12,225,0,22612,23475,22496
London,2024-01-22,108,4,235,0,22616,23710,22496
London,2024-01-29,109,0,243,0,22616,23953,22496
London,2024-02-05,110,0,250,0,22616,24203,22496
London,2024-02-12,111,0,255,0,22616,24458,22496
London,2024-02-19,112,0,258,0,22616,24716,22496
London,2024-02-26,113,0,261,0,22616,24977,22496
London,2024-03-04,114,0,262,0,22616,25239,22496
London,2024-03-11,115,0,262,0,22616,25501,22496
London,2024-03-18,116,0,261,0,22616,25762,22496
London,2024-03-25,117,0,259,0,22616,26021,22496
London,2024-04-01,118,0,257,0,22616,26278,22496
London,2024-04-08,119,0,253,0,22616,26531,22496
London,2024-04-15,120,0,250,0,22616,26781,22496
London,2024-04-22,121,0,245,0,22616,27026,22496
London,2024-04-29,122,0,241,0,22616,27267,22496
London,2024-05-06,123,0,235,0,22616,27502,22496
London,2024-05-13,124,0,230,0,22616,27732,22496
London,2024-05-20,125,0,224,0,22616,27956,22496
London,2024-05-27,126,0,217,0,22616,28173,22496
Northern Ireland and Isle of Man,2023-12-18,103,5,15,0,1417,1427,1412
Northern Ireland and Isle of Man,2023-12-25,104,5,16,0,1422,1443,1412
Northern Ireland and Isle of Man,2024-01-01,105,5,16,0,1427,1459,1412
Northern Ireland and Isle of Man,2024-01-08,106,5,17,0,1432,1476,1412
Northern Ireland and Isle of Man,2024-01-15,107,5,17,0,1437,1493,1412
Northern Ireland and Isle of Man,2024-01-22,108,5,17,0,1442,1510,1412
Northern Ireland and Isle of Man,2024-01-29,109,4,18,0,1446,1528,1412
Northern Ireland and Isle of Man,2024-02-05,110,4,18,0,1450,1546,1412
Northern Ireland and Isle of Man,2024-02-12,111,4,18,0,1454,1564,1412
Northern Ireland and Isle of Man,2024-02-19,112,3,18,0,1457,1582,1412
Northern Ireland and Isle of Man,2024-02-26,113,3,18,0,1460,1600,1412
Northern Ireland and Isle of Man,2024-03-04,114,3,18,0,1463,1618,1412
Northern Ireland and Isle of Man,2024-03-11,115,2,18,0,1465,1636,1412
Northern Ireland and Isle of Man,2024-03-18,116,2,18,0,1467,1654,1412
Northern Ireland and Isle of Man,2024-03-25,117,1,18,0,1468,1672,1412
Northern Ireland and Isle of Man,2024-04-01,118,1,18,0,1469,1690,1412
Northern Ireland and Isle of Man,2024-04-08,119,0,18,0,1469,1708,1412
Northern Ireland and Isle of Man,2024-04-15,120,0,18,0,1469,1726,1412
Northern Ireland and Isle of Man,2024-04-22,121,0,18,0,1469,1744,1412
Northern Ireland and Isle of Man,2024-04-29,122,0,18,0,1469,1762,1412
Northern Ireland and Isle of Man,2024-05-06,123,0,18,0,1469,1780,1412
Northern Ireland and Isle of Man,2024-05-13,124,0,18,0,1469,1798,1412
Northern Ireland and Isle of Man,2024-05-20,125,0,18,0,1469,1816,1412
Northern Ireland and Isle of Man,2024-05-27,126,0,18,0,1469,1834,1412
Scotland,2023-12-18,103,0,27,0,5550,5577,5550
Scotland,2023-12-25,104,0,29,0,5550,5606,5550
Scotland,2024-01-01,105,0,31,0,5550,5637,5550
Scotland,2024-01-08,106,0,32,0,5550,5669,5550
Scotland,2024-01-15,107,0,33,0,5550,5702,5550
Scotland,2024-01-22,108,0,34,0,5550,5736,5550
Scotland,2024-01-29,109,0,34,0,5550,5770,5550
Scotland,2024-02-05,110,0,34,0,5550,5804,5550
Scotland,2024-02-12,111,0,34,0,5550,5838,5550
Scotland,2024-02-19,112,0,33,0,5550,5871,5550
Scotland,2024-02-26,113,0,33,0,5550,5904,5550
Scotland,2024-03-04,114,0,32,0,5550,5936,5550
Scotland,2024-03-11,115,0,31,0,5550,5967,5550
Scotland,2024-03-18,116,0,30,0,5550,5997,5550
Scotland,2024-03-25,117,0,29,0,5550,6026,5550
Scotland,2024-04-01,118,0,27,0,5550,6053,5550
Scotland,2024-04-08,119,0,26,0,5550,6079,5550
Scotland,2024-04-15,120,0,24,0,5550,6103,5550
Scotland,2024-04-22,121,0,23,0,5550,6126,5550
Scotland,2024-04-29,122,0,21,0,5550,6147,5550
Scotland,2024-05-06,123,0,20,0,5550,6167,5550
Scotland,2024-05-13,124,0,18,0,5550,6185,5550
Scotland,2024-05-20,125,0,16,0,5550,6201,5550
Scotland,2024-05-27,126,0,14,0,5550,6215,5550
Wales,2023-12-18,103,0,10,0,4005,4015,4005
Wales,2023-12-25,104,0,10,0,4005,4025,4005
Wales,2024-01-01,105,0,10,0,4005,4035,4005
Wales,2024-01-08,106,0,10,0,4005,4045,4005
Wales,2024-01-15,107,0,9,0,4005,4054,4005
Wales,2024-01-22,108,0,9,0,4005,4063,4005
Wales,2024-01-29,109,0,8,0,4005,4071,4005
Wales,2024-02-05,110,0,7,0,4005,4078,4005
Wales,2024-02-12,111,0,6,0,4005,4084,4005
Wales,2024-02-19,112,0,5,0,4005,4089,4005
Wales,2024-02-26,113,0,4,0,4005,4093,4005
Wales,2024-03-04,114,0,3,0,4005,4096,4005
Wales,2024-03-11,115,0,1,0,4005,4097,4005
Wales,2024-03-18,116,0,0,0,4005,4097,4005
Wales,2024-03-25,117,0,0,0,4005,4097,4005
Wales,2024-04-01,118,0,0,0,4005,4097,4005
Wales,2024-04-08,119,0,0,0,4005,4097,4005
Wales,2024-04-15,120,0,0,0,4005,4097,4005
Wales,2024-04-22,121,0,0,0,4005,4097,4005
Wales,2024-04-29,122,0,0,0,4005,4097,4005
Wales,2024-05-06,123,0,0,0,4005,4097,4005
Wales,2024-05-13,124,0,0,0,4005,4097,4005
Wales,2024-05-20,125,0,0,0,4005,4097,4005
Wales,2024-05-27,126,0,0,0,4005,4097,4005
