Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
Northern Ireland and Isle of Man,2023-08-21,86,5,21,0,1179,1251,1152
Northern Ireland and Isle of Man,2023-08-28,87,4,21,0,1183,1272,1152
Northern Ireland and Isle of Man,2023-09-04,88,4,21,0,1187,1293,1152
Northern Ireland and Isle of Man,2023-09-11,89,3,22,0,1190,1315,1152
Northern Ireland and Isle of Man,2023-09-18,90,3,22,0,1193,1337,1152
Northern Ireland and Isle of Man,2023-09-25,91,2,22,0,1195,1359,1152
Northern Ireland and Isle of Man,2023-10-02,92,2,22,0,1197,1381,1152
Northern Ireland and Isle of Man,2023-10-09,93,1,22,0,1198,1403,1152
Northern Ireland and Isle of Man,2023-10-16,94,1,22,0,1199,1425,1152
Northern Ireland and Isle of Man,2023-10-23,95,0,22,0,1199,1447,1152
Northern Ireland and Isle of Man,2023-10-30,96,0,23,0,1199,1470,1152
Northern Ireland and Isle of Man,2023-11-06,97,0,23,0,1199,1493,1152
Northern Ireland and Isle of Man,2023-11-13,98,0,23,0,1199,1516,1152
Northern Ireland and Isle of Man,2023-11-20,99,0,23,0,1199,1539,1152
Northern Ireland and Isle of Man,2023-11-27,100,0,22,0,1199,1561,1152
Northern Ireland and Isle of Man,2023-12-04,101,0,22,0,1199,1583,1152
Northern Ireland and Isle of Man,2023-12-11,102,0,22,0,1199,1605,1152
Northern Ireland and Isle of Man,2023-12-18,103,0,22,0,1199,1627,1152
Northern Ireland and Isle of Man,2023-12-25,104,0,22,0,1199,1649,1152
Northern Ireland and Isle of Man,2024-01-01,105,0,22,0,1199,1671,1152
Scotland,2023-07-24,82,0,35,0,4976,5011,4976
Scotland,2023-07-31,83,0,38,0,4976,5049,4976
Scotland,2023-08-07,84,0,39,0,4976,5088,4976
Scotland,2023-08-14,85,0,41,0,4976,5129,4976
Scotland,2023-08-21,86,0,42,0,4976,5171,4976
Scotland,2023-08-28,87,0,42,0,4976,5213,4976
Scotland,2023-09-04,88,0,43,0,4976,5256,4976
Scotland,2023-09-11,89,0,43,0,4976,5299,4976
Scotland,2023-09-18,90,0,43,0,4976,5342,4976
Scotland,2023-09-25,91,0,42,0,4976,5384,4976
Scotland,2023-10-02,92,0,42,0,4976,5426,4976
Scotland,2023-10-09,93,0,41,0,4976,5467,4976
Scotland,2023-10-16,94,0,40,0,4976,5507,4976
Scotland,2023-10-23,95,0,39,0,4976,5546,4976
Scotland,2023-10-30,96,0,38,0,4976,5584,4976
Scotland,2023-11-06,97,0,36,0,4976,5620,4976
Scotland,2023-11-13,98,0,35,0,4976,5655,4976
Scotland,2023-11-20,99,0,33,0,4976,5688,4976
Scotland,2023-11-27,100,0,32,0,4976,5720,4976
Scotland,2023-12-04,101,0,30,0,4976,5750,4976
Scotland,2023-12-11,102,0,28,0,4976,5778,4976
Scotland,2023-12-18,103,0,26,0,4976,5804,4976
Scotland,2023-12-25,104,0,24,0,4976,5828,4976
Scotland,2024-01-01,105,0,22,0,4976,5850,4976
Wales,2023-07-24,82,0,15,0,3703,3718,3703
Wales,2023-07-31,83,0,15,0,3703,3733,3703
Wales,2023-08-07,84,0,15,0,3703,3748,3703
Wales,2023-08-14,85,0,15,0,3703,3763,3703
Wales,2023-08-21,86,0,15,0,3703,3778,3703
Wales,2023-08-28,87,0,14,0,3703,3792,3703
Wales,2023-09-04,88,0,13,0,3703,3805,3703
Wales,2023-09-11,89,0,13,0,3703,3818,3703
Wales,2023-09-18,90,0,11,0,3703,3829,3703
Wales,2023-09-25,91,0,10,0,3703,3839,3703
Wales,2023-10-02,92,0,9,0,3703,3848,3703
Wales,2023-10-09,93,0,7,0,3703,3855,3703
Wales,2023-10-16,94,0,6,0,3703,3861,3703
Wales,2023-10-23,95,0,4,0,3703,3865,3703
Wales,2023-10-30,96,0,3,0,3703,3868,3703
Wales,2023-11-06,97,0,1,0,3703,3869,3703
Wales,2023-11-13,98,0,0,0,3703,3869,3703
Wales,2023-11-20,99,0,0,0,3703,3869,3703
Wales,2023-11-27,100,0,0,0,3703,3869,3703
Wales,2023-12-04,101,0,0,0,3703,3869,3703
Wales,2023-12-11,102,0,0,0,3703,3869,3703
Wales,2023-12-18,103,0,0,0,3703,3869,3703
Wales,2023-12-25,104,0,0,0,3703,3869,3703
Wales,2024-01-01,105,0,0,0,3703,3869,3703
