Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
Scotland,2023-05-29,74,0,57,0,4665,4921,4657
Scotland,2023-06-05,75,0,58,0,4665,4979,4657
Scotland,2023-06-12,76,0,59,0,4665,5038,4657
Scotland,2023-06-19,77,0,60,0,4665,5098,4657
Scotland,2023-06-26,78,0,60,0,4665,5158,4657
Scotland,2023-07-03,79,0,60,0,4665,5218,4657
Scotland,2023-07-10,80,0,60,0,4665,5278,4657
Scotland,2023-07-17,81,0,59,0,4665,5337,4657
Scotland,2023-07-24,82,0,59,0,4665,5396,4657
Scotland,2023-07-31,83,0,58,0,4665,5454,4657
Scotland,2023-08-07,84,0,57,0,4665,5511,4657
Scotland,2023-08-14,85,0,56,0,4665,5567,4657
Scotland,2023-08-21,86,0,55,0,4665,5622,4657
Scotland,2023-08-28,87,0,54,0,4665,5676,4657
Scotland,2023-09-04,88,0,52,0,4665,5728,4657
Scotland,2023-09-11,89,0,51,0,4665,5779,4657
Scotland,2023-09-18,90,0,49,0,4665,5828,4657
Scotland,2023-09-25,91,0,48,0,4665,5876,4657
Scotland,2023-10-02,92,0,46,0,4665,5922,4657
Scotland,2023-10-09,93,0,44,0,4665,5966,4657
Wales,2023-05-01,70,0,24,0,3537,3561,3537
Wales,2023-05-08,71,0,25,0,3537,3586,3537
Wales,2023-05-15,72,0,26,0,3537,3612,3537
Wales,2023-05-22,73,0,26,0,3537,3638,3537
Wales,2023-05-29,74,0,26,0,3537,3664,3537
Wales,2023-06-05,75,0,25,0,3537,3689,3537
Wales,2023-06-12,76,0,25,0,3537,3714,3537
Wales,2023-06-19,77,0,24,0,3537,3738,3537
Wales,2023-06-26,78,0,23,0,3537,3761,3537
Wales,2023-07-03,79,0,22,0,3537,3783,3537
Wales,2023-07-10,80,0,21,0,3537,3804,3537
Wales,2023-07-17,81,0,20,0,3537,3824,3537
Wales,2023-07-24,82,0,19,0,3537,3843,3537
Wales,2023-07-31,83,0,17,0,3537,3860,3537
Wales,2023-08-07,84,0,16,0,3537,3876,3537
Wales,2023-08-14,85,0,14,0,3537,3890,3537
Wales,2023-08-21,86,0,12,0,3537,3902,3537
Wales,2023-08-28,87,0,11,0,3537,3913,3537
Wales,2023-09-04,88,0,9,0,3537,3922,3537
Wales,2023-09-11,89,0,7,0,3537,3929,3537
Wales,2023-09-18,90,0,5,0,3537,3934,3537
Wales,2023-09-25,91,0,3,0,3537,3937,3537
Wales,2023-10-02,92,0,1,0,3537,3938,3537
Wales,2023-10-09,93,0,0,0,3537,3938,3537
