Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
Scotland,2022-12-19,51,0,69,0,3756,4690,3493
Scotland,2022-12-26,52,0,65,0,3756,4755,3493
Scotland,2023-01-02,53,0,62,0,3756,4817,3493
Scotland,2023-01-09,54,0,58,0,3756,4875,3493
Scotland,2023-01-16,55,0,55,0,3756,4930,3493
Scotland,2023-01-23,56,0,51,0,3756,4981,3493
Scotland,2023-01-30,57,0,47,0,3756,5028,3493
Scotland,2023-02-06,58,0,43,0,3756,5071,3493
Scotland,2023-02-13,59,0,39,0,3756,5110,3493
Scotland,2023-02-20,60,0,35,0,3756,5145,3493
Wales,2022-09-12,37,42,60,23,2789,2807,2770
Wales,2022-09-19,38,36,58,16,2825,2865,2786
Wales,2022-09-26,39,31,55,8,2856,2920,2794
Wales,2022-10-03,40,25,53,1,2881,2973,2795
Wales,2022-10-10,41,19,50,0,2900,3023,2795
Wales,2022-10-17,42,14,47,0,2914,3070,2795
Wales,2022-10-24,43,8,44,0,2922,3114,2795
Wales,2022-10-31,44,1,40,0,2923,3154,2795
Wales,2022-11-07,45,0,35,0,2923,3189,2795
Wales,2022-11-14,46,0,31,0,2923,3220,2795
Wales,2022-11-21,47,0,26,0,2923,3246,2795
Wales,2022-11-28,48,0,21,0,2923,3267,2795
Wales,2022-12-05,49,0,15,0,2923,3282,2795
Wales,2022-12-12,50,0,10,0,2923,3292,2795
Wales,2022-12-19,51,0,4,0,2923,3296,2795
Wales,2022-12-26,52,0,0,0,2923,3296,2795
Wales,2023-01-02,53,0,0,0,2923,3296,2795
Wales,2023-01-09,54,0,0,0,2923,3296,2795
Wales,2023-01-16,55,0,0,0,2923,3296,2795
Wales,2023-01-23,56,0,0,0,2923,3296,2795
Wales,2023-01-30,57,0,0,0,2923,3296,2795
Wales,2023-02-06,58,0,0,0,2923,3296,2795
Wales,2023-02-13,59,0,0,0,2923,3296,2795
Wales,2023-02-20,60,0,0,0,2923,3296,2795
